kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
24,23,1,7,0,2.33583604329434,2.33583604329434,0
24,24,0,8,0,2.73203128155293,2.73203128155293,0
25,0,25,0,12,4.65464720558293,0,4.65464720558293
25,1,24,0,12,4.65464720558293,0,4.65464720558293
25,2,23,0,11,4.22363422807617,0,4.22363422807617
25,3,22,1,11,4.22363422807617,0,4.22363422807617
25,4,21,1,10,3.80950162104097,0,3.80950162104097
25,5,20,1,10,3.80950162104097,0,3.80950162104097
25,6,19,2,9,3.77506778955958,0.412960517107589,3.36210727245199
25,7,18,2,9,3.77506778955958,0.412960517107589,3.36210727245199
25,8,17,2,8,3.34789940961295,0.412960517107589,2.93493889250537
25,9,16,3,8,3.66492346126101,0.729984568755643,2.93493889250537
25,10,15,3,7,3.24878442263178,0.729984568755643,2.51879985387614
25,11,14,3,7,3.24878442263178,0.729984568755643,2.51879985387614
25,12,13,4,6,3.2254362978978,1.13310165722302,2.09233464067478
25,13,12,4,6,3.2254362978978,1.13310165722302,2.09233464067478
25,14,11,4,5,2.78326254467176,1.13310165722302,1.65016088744874
25,15,10,5,5,3.18854428522823,1.53838339777949,1.65016088744874
25,16,9,5,4,2.78695865357263,1.53838339777949,1.24857525579314
25,17,8,5,4,2.78695865357263,1.53838339777949,1.24857525579314
25,18,7,6,3,2.75577247628406,1.8925738703109,0.863198605973166
25,19,6,6,3,2.75577247628406,1.8925738703109,0.863198605973166
25,20,5,6,2,2.32831929472127,1.8925738703109,0.435745424410378
25,21,4,7,2,2.77158146770472,2.33583604329434,0.435745424410378
25,22,3,7,1,2.44896180676319,2.33583604329434,0.113125763468843
25,23,2,7,1,2.44896180676319,2.33583604329434,0.113125763468843
25,24,1,8,0,2.73203128155293,2.73203128155293,0
25,25,0,8,0,2.73203128155293,2.73203128155293,0
26,0,26,0,13,5.08672017144757,0,5.08672017144757
26,1,25,0,12,4.65464720558293,0,4.65464720558293
26,2,24,0,12,4.65464720558293,0,4.65464720558293
26,3,23,1,11,4.22363422807617,0,4.22363422807617
26,4,22,1,11,4.22363422807617,0,4.22363422807617
26,5,21,1,10,3.80950162104097,0,3.80950162104097
26,6,20,2,10,4.22246213814856,0.412960517107589,3.80950162104097
26,7,19,2,9,3.77506778955958,0.412960517107589,3.36210727245199
26,8,18,2,9,3.77506778955958,0.412960517107589,3.36210727245199
26,9,17,3,8,3.66492346126101,0.729984568755643,2.93493889250537
26,10,16,3,8,3.66492346126101,0.729984568755643,2.93493889250537
26,11,15,3,7,3.24878442263178,0.729984568755643,2.51879985387614
26,12,14,4,7,3.65190151109916,1.13310165722302,2.51879985387614
26,13,13,4,6,3.2254362978978,1.13310165722302,2.09233464067478
26,14,12,4,6,3.2254362978978,1.13310165722302,2.09233464067478
26,15,11,5,5,3.18854428522823,1.53838339777949,1.65016088744874
26,16,10,5,5,3.18854428522823,1.53838339777949,1.65016088744874
26,17,9,5,4,2.78695865357263,1.53838339777949,1.24857525579314
26,18,8,6,4,3.14114912610404,1.8925738703109,1.24857525579314
26,19,7,6,3,2.75577247628406,1.8925738703109,0.863198605973166
26,20,6,6,3,2.75577247628406,1.8925738703109,0.863198605973166
26,21,5,7,2,2.77158146770472,2.33583604329434,0.435745424410378
26,22,4,7,2,2.77158146770472,2.33583604329434,0.435745424410378
26,23,3,7,1,2.44896180676319,2.33583604329434,0.113125763468843
26,24,2,8,1,2.84515704502177,2.73203128155293,0.113125763468843
26,25,1,8,0,2.73203128155293,2.73203128155293,0
26,26,0,8,0,2.73203128155293,2.73203128155293,0
27,0,27,0,13,5.08672017144757,0,5.08672017144757
27,1,26,0,13,5.08672017144757,0,5.08672017144757
27,2,25,0,12,4.65464720558293,0,4.65464720558293
27,3,24,1,12,4.65464720558293,0,4.65464720558293
27,4,23,1,11,4.22363422807617,0,4.22363422807617
27,5,22,1,11,4.22363422807617,0,4.22363422807617
27,6,21,2,10,4.22246213814856,0.412960517107589,3.80950162104097
27,7,20,2,10,4.22246213814856,0.412960517107589,3.80950162104097
27,8,19,2,9,3.77506778955958,0.412960517107589,3.36210727245199
27,9,18,3,9,4.09209184120764,0.729984568755643,3.36210727245199
27,10,17,3,8,3.66492346126101,0.729984568755643,2.93493889250537
27,11,16,3,8,3.66492346126101,0.729984568755643,2.93493889250537
27,12,15,4,7,3.65190151109916,1.13310165722302,2.51879985387614
27,13,14,4,7,3.65190151109916,1.13310165722302,2.51879985387614
27,14,13,4,6,3.2254362978978,1.13310165722302,2.09233464067478
27,15,12,5,6,3.63071803845427,1.53838339777949,2.09233464067478
27,16,11,5,5,3.18854428522823,1.53838339777949,1.65016088744874
27,17,10,5,5,3.18854428522823,1.53838339777949,1.65016088744874
27,18,9,6,4,3.14114912610404,1.8925738703109,1.24857525579314
27,19,8,6,4,3.14114912610404,1.8925738703109,1.24857525579314
27,20,7,6,3,2.75577247628406,1.8925738703109,0.863198605973166
27,21,6,7,3,3.19903464926751,2.33583604329434,0.863198605973166
27,22,5,7,2,2.77158146770472,2.33583604329434,0.435745424410378
27,23,4,7,2,2.77158146770472,2.33583604329434,0.435745424410378
27,24,3,8,1,2.84515704502177,2.73203128155293,0.113125763468843
27,25,2,8,1,2.84515704502177,2.73203128155293,0.113125763468843
27,26,1,8,0,2.73203128155293,2.73203128155293,0
27,27,0,9,0,3.12328903319027,3.12328903319027,0
28,0,28,0,14,5.53475885215598,0,5.53475885215598
28,1,27,0,13,5.08672017144757,0,5.08672017144757
28,2,26,0,13,5.08672017144757,0,5.08672017144757
28,3,25,1,12,4.65464720558293,0,4.65464720558293
28,4,24,1,12,4.65464720558293,0,4.65464720558293
28,5,23,1,11,4.22363422807617,0,4.22363422807617
28,6,22,2,11,4.63659474518376,0.412960517107589,4.22363422807617
28,7,21,2,10,4.22246213814856,0.412960517107589,3.80950162104097
28,8,20,2,10,4.22246213814856,0.412960517107589,3.80950162104097
28,9,19,3,9,4.09209184120764,0.729984568755643,3.36210727245199
28,10,18,3,9,4.09209184120764,0.729984568755643,3.36210727245199
28,11,17,3,8,3.66492346126101,0.729984568755643,2.93493889250537
28,12,16,4,8,4.06804054972839,1.13310165722302,2.93493889250537
28,13,15,4,7,3.65190151109916,1.13310165722302,2.51879985387614
28,14,14,4,7,3.65190151109916,1.13310165722302,2.51879985387614
28,15,13,5,6,3.63071803845427,1.53838339777949,2.09233464067478
28,16,12,5,6,3.63071803845427,1.53838339777949,2.09233464067478
28,17,11,5,5,3.18854428522823,1.53838339777949,1.65016088744874
28,18,10,6,5,3.54273475775963,1.8925738703109,1.65016088744874
28,19,9,6,4,3.14114912610404,1.8925738703109,1.24857525579314
28,20,8,6,4,3.14114912610404,1.8925738703109,1.24857525579314
28,21,7,7,3,3.19903464926751,2.33583604329434,0.863198605973166
28,22,6,7,3,3.19903464926751,2.33583604329434,0.863198605973166
28,23,5,7,2,2.77158146770472,2.33583604329434,0.435745424410378
28,24,4,8,2,3.16777670596331,2.73203128155293,0.435745424410378
28,25,3,8,1,2.84515704502177,2.73203128155293,0.113125763468843
28,26,2,8,1,2.84515704502177,2.73203128155293,0.113125763468843
28,27,1,9,0,3.12328903319027,3.12328903319027,0
28,28,0,9,0,3.12328903319027,3.12328903319027,0
29,0,29,0,14,5.53475885215598,0,5.53475885215598
29,1,28,0,14,5.53475885215598,0,5.53475885215598
29,2,27,0,13,5.08672017144757,0,5.08672017144757
29,3,26,1,13,5.08672017144757,0,5.08672017144757
29,4,25,1,12,4.65464720558293,0,4.65464720558293
29,5,24,1,12,4.65464720558293,0,4.65464720558293
29,6,23,2,11,4.63659474518376,0.412960517107589,4.22363422807617
29,7,22,2,11,4.63659474518376,0.412960517107589,4.22363422807617
29,8,21,2,10,4.22246213814856,0.412960517107589,3.80950162104097
29,9,20,3,10,4.53948618979661,0.729984568755643,3.80950162104097
